Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,Tipo de estratégia de lances,Custo,Impr.,Cliques,Conversões,Taxa de conv.,Valor conv.,Valor conv. / custo,CPC méd.,Custo / conv.,CTR,CPM médio,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),% de sessões engajadas (GA4),Eventos / sessão (GA4),Freq. méd. impr. / usuário,Usuários exclusivos
maio de 2026,Pausada,[Pesquisa] [Leads] [Lojas] 05.02,"160,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20991384393,Pesquisa,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,[Pesquisa] [Leads] [Lojas] 05.02,"160,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20991384393,Pesquisa,Maximizar o valor da conversão,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Pesquisa [Lojas] 16.01.24,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; campanha finalizada; a maioria dos anúncios foi reprovada,20953635304,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Pesquisa [Lojas] 16.01.24,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; campanha finalizada; a maioria dos anúncios foi reprovada,20953635304,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Pesquisa [Lojas] 16.01.24,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; campanha finalizada; a maioria dos anúncios foi reprovada,20953635304,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Pesquisa [Lojas] 16.01.24,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; campanha finalizada; a maioria dos anúncios foi reprovada,20953635304,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Pesquisa [Lojas] 16.01.24,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; campanha finalizada; a maioria dos anúncios foi reprovada,20953635304,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Pesquisa [Lojas] 16.01.24,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; campanha finalizada; a maioria dos anúncios foi reprovada,20953635304,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,[Pmax] [Shopping] 01.24,"310,00", --,Diário,BRL,Pausado,campanha pausada,20934703907,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,[Pmax] [Shopping] 01.24,"310,00", --,Diário,BRL,Pausado,campanha pausada,20934703907,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,[Pmax] [Shopping] 01.24,"310,00", --,Diário,BRL,Pausado,campanha pausada,20934703907,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,[Pmax] [Shopping] 01.24,"310,00", --,Diário,BRL,Pausado,campanha pausada,20934703907,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,[Pmax] [Shopping] 01.24,"310,00", --,Diário,BRL,Pausado,campanha pausada,20934703907,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,[Pmax] [Shopping] 01.24,"310,00", --,Diário,BRL,Pausado,campanha pausada,20934703907,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,[Pmax - shopping],"100,00", --,Diário,BRL,Pausado,campanha pausada,20934653906,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,[Pmax - shopping],"100,00", --,Diário,BRL,Pausado,campanha pausada,20934653906,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,[Pmax - shopping],"100,00", --,Diário,BRL,Pausado,campanha pausada,20934653906,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,[Pmax - shopping],"100,00", --,Diário,BRL,Pausado,campanha pausada,20934653906,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,[Pmax - shopping],"100,00", --,Diário,BRL,Pausado,campanha pausada,20934653906,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,[Pmax - shopping],"100,00", --,Diário,BRL,Pausado,campanha pausada,20934653906,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,CA [CORRIDA KIDS] [JANEIRO],"350,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos foi reprovada,20899636490,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,CA [CORRIDA KIDS] [JANEIRO],"350,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos foi reprovada,20899636490,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,CA [CORRIDA KIDS] [JANEIRO],"350,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos foi reprovada,20899636490,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,CA [CORRIDA KIDS] [JANEIRO],"350,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos foi reprovada,20899636490,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CA [CORRIDA KIDS] [JANEIRO],"350,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos foi reprovada,20899636490,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CA [CORRIDA KIDS] [JANEIRO],"350,00", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos foi reprovada,20899636490,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,[PESQUISA] [LOJAS],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20841113279,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,[PESQUISA] [LOJAS],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20841113279,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,[PESQUISA] [LOJAS],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20841113279,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,[PESQUISA] [LOJAS],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20841113279,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,[PESQUISA] [LOJAS],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20841113279,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,[PESQUISA] [LOJAS],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; a maioria dos anúncios foi reprovada; a extensão de formulário de lead foi reprovada,20841113279,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Leads-Search-40,"30,00", --,Diário,BRL,Pausado,campanha pausada,20800357117,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Leads-Search-40,"30,00", --,Diário,BRL,Pausado,campanha pausada,20800357117,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Leads-Search-40,"30,00", --,Diário,BRL,Pausado,campanha pausada,20800357117,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Leads-Search-40,"30,00", --,Diário,BRL,Pausado,campanha pausada,20800357117,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Leads-Search-40,"30,00", --,Diário,BRL,Pausado,campanha pausada,20800357117,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Leads-Search-40,"30,00", --,Diário,BRL,Pausado,campanha pausada,20800357117,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,CA [Lojas] [Vendas] [Pesquisa],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; alguns anúncios foram reprovados; a extensão de formulário de lead foi reprovada,20779559740,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,CA [Lojas] [Vendas] [Pesquisa],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; alguns anúncios foram reprovados; a extensão de formulário de lead foi reprovada,20779559740,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,CA [Lojas] [Vendas] [Pesquisa],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; alguns anúncios foram reprovados; a extensão de formulário de lead foi reprovada,20779559740,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,CA [Lojas] [Vendas] [Pesquisa],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; alguns anúncios foram reprovados; a extensão de formulário de lead foi reprovada,20779559740,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CA [Lojas] [Vendas] [Pesquisa],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; alguns anúncios foram reprovados; a extensão de formulário de lead foi reprovada,20779559740,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CA [Lojas] [Vendas] [Pesquisa],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada; alguns anúncios foram reprovados; a extensão de formulário de lead foi reprovada,20779559740,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Shopping Center na Região,"30,00", --,Diário,BRL,Pausado,campanha pausada,20776276942,Inteligente,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Shopping Center na Região,"30,00", --,Diário,BRL,Pausado,campanha pausada,20776276942,Inteligente,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Shopping Center na Região,"30,00", --,Diário,BRL,Pausado,campanha pausada,20776276942,Inteligente,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Shopping Center na Região,"30,00", --,Diário,BRL,Pausado,campanha pausada,20776276942,Inteligente,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Shopping Center na Região,"30,00", --,Diário,BRL,Pausado,campanha pausada,20776276942,Inteligente,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Shopping Center na Região,"30,00", --,Diário,BRL,Pausado,campanha pausada,20776276942,Inteligente,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,[PESQUISA] [INSTITUCIONAL],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717431399,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,[PESQUISA] [INSTITUCIONAL],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717431399,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,[PESQUISA] [INSTITUCIONAL],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717431399,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,[PESQUISA] [INSTITUCIONAL],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717431399,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,[PESQUISA] [INSTITUCIONAL],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717431399,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,[PESQUISA] [INSTITUCIONAL],"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717431399,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,[Pesquisa] [Dinamica] - NOVEMBRO,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717328415,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,[Pesquisa] [Dinamica] - NOVEMBRO,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717328415,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,[Pesquisa] [Dinamica] - NOVEMBRO,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717328415,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,[Pesquisa] [Dinamica] - NOVEMBRO,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717328415,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,[Pesquisa] [Dinamica] - NOVEMBRO,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717328415,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,[Pesquisa] [Dinamica] - NOVEMBRO,"100,00",Data da criação de Portfólio Maximizar conversões_111736353-300-1698428166269-: 10/27/2023 10:36 AM,Diário,BRL,Pausado,campanha pausada,20717328415,Pesquisa,Maximizar as conversões,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,[PMax] [Cinema],"328,11", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos está limitada pela política,20716350889,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,[PMax] [Cinema],"328,11", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos está limitada pela política,20716350889,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,[PMax] [Cinema],"328,11", --,Diário,BRL,Pausado,campanha pausada; a maioria dos grupos de recursos está limitada pela política,20716350889,Performance Max,Maximizar o valor da conversão (ROAS desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
