Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,CTR,CPC méd.,Pontuação de otimização,Tipo de estratégia de lances,Cliques,Taxa de conv.,Conversões,Custo / conv.,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),Taxa de rejeição (UA (Universal Analytics na sigla em inglês)),Duração média da sessão (segundos) (UA (Universal Analytics na sigla em inglês)),% de sessões novas (UA (Universal Analytics na sigla em inglês)),% de sessões engajadas (GA4),Eventos / sessão (GA4),Páginas / sessão (UA (Universal Analytics na sigla em inglês))
fevereiro de 2026,Total: Conta,,,,,BRL,,,,,"43,61",355.233,41.882,"11,79%","0,37","15490,32","8,07%","0,54",,,28.679,"4,69%","1.964,72","7,88",< 10%,"8,30%", --,0, --,"80,18%","17,49",0
,Total: Pesquisa,,,,,BRL,,,,Pesquisa,"74,62",182.448,18.729,"10,27%","0,73","13614,56","10,27%","0,73",,,18.729,"7,41%","1.388,14","9,81",< 10%,"5,64%", --,0, --,"79,79%","15,85",0
,Total: Performance Max,,,,,BRL,,,,Performance Max,"37,39",1.660.561,251.696,"15,16%","0,25","62085,44","8,56%","0,44",,,142.144,"3,41%","8.577,12","7,24","11,46%","7,66%", --,0, --,"78,70%","18,91",0
,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Total: Pesquisa,,,,,BRL,,,,Pesquisa,"75,73",67.868,7.219,"10,64%","0,71","5139,65","10,64%","0,71",,,7.219,"7,51%","542,42","9,48",< 10%,"2,46%", --,0, --,"75,06%","14,69",0
junho de 2026,Total: Pesquisa,,,,,BRL,,,,Pesquisa,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,"36,02",287.365,34.663,"12,06%","0,30","10350,67","7,47%","0,48",,,21.460,"4,10%","1.422,31","7,28","12,52%","12,82%", --,0, --,"81,93%","18,45",0
fevereiro de 2026,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,"35,41",337.147,42.866,"12,71%","0,28","11938,56","7,22%","0,49",,,24.340,"3,23%","1.385,90","8,61",< 10%,"3,11%", --,0, --,"74,28%","17,84",0
março de 2026,Total: Pesquisa,,,,,BRL,,,,Pesquisa,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --,"79,87%","25,18",0
março de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,"38,10",236.406,34.754,"14,70%","0,26","9006,41","10,88%","0,35",,,25.711,"3,22%","1.120,31","8,04","10,29%","2,31%", --,0, --,"74,52%","16,93",0
abril de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Total: Display,,,,,BRL,,,,Display,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,"34,18",216.158,38.277,"17,71%","0,19","7388,89","10,94%","0,31",,,23.657,"3,46%","1.326,05","5,57","10,43%","7,26%", --,0, --,"78,76%","19,16",0
março de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,"34,14",277.485,53.311,"19,21%","0,18","9472,90","6,67%","0,51",,,18.521,"2,63%","1.401,50","6,76",< 10%,"16,55%", --,0, --,"77,43%","18,73",0
maio de 2026,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Total: Pesquisa,,,,,BRL,,,,Pesquisa,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --,"88,89%","23,44",0
abril de 2026,Total: Pesquisa,,,,,BRL,,,,Pesquisa,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --,"75,64%","24,68",0
abril de 2026,Total: Geração de demanda,,,,,BRL,,,,Geração de demanda,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Total: Pesquisa,,,,,BRL,,,,Pesquisa,"73,97",114.580,11.510,"10,05%","0,74","8474,92","10,05%","0,74",,,11.510,"7,35%","845,73","10,02",< 10%,"7,09%", --,0, --,"81,23%","16,58",0
janeiro de 2026,Total: Performance Max,,,,,BRL,,,,Performance Max,"45,52",306.000,47.825,"15,63%","0,29","13928,01","9,30%","0,49",,,28.455,"4,02%","1.921,05","7,25","18,80%","8,67%", --,0, --,"80,45%","19,93",0
junho de 2026,Total: Vídeo,,,,,BRL,,,,Vídeo,0,0,0, --,0,"0,00", --,0,,,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
